id,name,object_name,type,x,y,param1,param2,param3,param4,param5,param6,param7
392,CeruleanCityObject,,event_disp,11,4,,,,,,,
393,CeruleanCityObject,,event_disp,9,27,,,,,,,
394,CeruleanCityObject,,event_disp,11,9,,,,,,,
395,CeruleanCityObject,,event_disp,9,9,,,,,,,
396,CeruleanCityObject,,hidden,15,8,RareCandy,HiddenItems,,,,,
397,CeruleanGymObject,,warp,4,13,0,var:LastOutdoorsMap,3,,,,
398,CeruleanGymObject,,warp,5,13,1,var:LastOutdoorsMap,3,,,,
399,CeruleanGymObject,,trainer,4,2,BrunetteGirlSprite,Down,false,0,1,OppMisty,1
400,CeruleanGymObject,,trainer,2,3,LassSprite,Right,false,0,2,OppJrTrainerF,1
401,CeruleanGymObject,,trainer,8,7,SwimmerSprite,Left,false,0,3,OppSwimmer,1
402,CeruleanGymObject,,npc,7,10,GymHelperSprite,Down,false,0,4,,
403,CeruleanGymObject,,event_disp,13,4,,,,,,,
404,CeruleanGymObject,,event_disp,13,5,,,,,,,
405,CeruleanGymObject,,hidden,3,11,4,GymStatues,,,,,
406,CeruleanGymObject,,hidden,6,11,4,GymStatues,,,,,
407,CeruleanHouse1Object,,warp,2,7,0,var:LastOutdoorsMap,1,,,,
408,CeruleanHouse1Object,,warp,3,7,1,var:LastOutdoorsMap,1,,,,
409,CeruleanHouse1Object,,npc,5,4,OldMediumWomanSprite,Left,false,0,1,,
410,CeruleanHouse1Object,,npc,1,2,GamblerSprite,None,false,0,2,,
411,CeruleanHouse1Object,,event_disp,7,2,,,,,,,
412,CeruleanHouse1Object,,event_disp,7,3,,,,,,,
413,CeruleanHouse2Object,,warp,2,0,0,var:LastOutdoorsMap,9,,,,
414,CeruleanHouse2Object,,warp,2,7,1,var:LastOutdoorsMap,8,,,,
415,CeruleanHouse2Object,,warp,3,7,2,var:LastOutdoorsMap,8,,,,
416,CeruleanHouse2Object,,npc,5,3,FatBaldGuySprite,Right,false,0,1,,
417,CeruleanHouse2Object,,event_disp,0,2,,,,,,,
418,CeruleanHouse2Object,,event_disp,7,2,,,,,,,
419,CeruleanHouse2Object,,event_disp,7,3,,,,,,,
420,CeruleanHouseTrashedObject,,warp,2,7,0,var:LastOutdoorsMap,0,,,,
421,CeruleanHouseTrashedObject,,warp,3,7,1,var:LastOutdoorsMap,0,,,,
422,CeruleanHouseTrashedObject,,warp,3,0,2,var:LastOutdoorsMap,7,,,,
423,CeruleanHouseTrashedObject,,sign,3,0,3,,,,,,
424,CeruleanHouseTrashedObject,,npc,2,1,FisherSprite,Down,false,0,1,,
425,CeruleanHouseTrashedObject,,npc,5,6,GirlSprite,,true,2,2,,
426,CeruleanHouseTrashedObject,,event_disp,7,2,,,,,,,
427,CeruleanHouseTrashedObject,,event_disp,7,3,,,,,,,
428,CeruleanHouseTrashedObject,,event_disp,0,3,,,,,,,
429,CeruleanMartObject,,warp,3,7,0,var:LastOutdoorsMap,5,,,,
430,CeruleanMartObject,,warp,4,7,1,var:LastOutdoorsMap,5,,,,
431,CeruleanMartObject,,npc,0,5,MartGuySprite,Right,false,0,1,,
432,CeruleanMartObject,,npc,3,4,BlackHairBoy1Sprite,,true,1,2,,
433,CeruleanMartObject,,npc,6,2,LassSprite,,true,2,3,,
434,CeruleanMartObject,,event_disp,7,3,,,,,,,
435,CeruleanMartObject,,event_disp,7,4,,,,,,,
436,CeruleanPokecenterObject,,warp,3,7,0,var:LastOutdoorsMap,2,,,,
437,CeruleanPokecenterObject,,warp,4,7,1,var:LastOutdoorsMap,2,,,,
438,CeruleanPokecenterObject,,npc,3,1,NurseSprite,Down,false,0,1,,
439,CeruleanPokecenterObject,,npc,10,5,BlackHairBoy2Sprite,,true,0,2,,
440,CeruleanPokecenterObject,,npc,4,3,GentlemanSprite,Down,false,0,3,,
441,CeruleanPokecenterObject,,npc,11,2,CableClubWomanSprite,Down,false,0,4,,
442,CeruleanPokecenterObject,,event_disp,7,3,,,,,,,
443,CeruleanPokecenterObject,,event_disp,7,4,,,,,,,
444,CeruleanPokecenterObject,,hidden,0,4,8,PrintBenchGuyText,,,,,
445,CeruleanPokecenterObject,,hidden,13,3,4,OpenPokemonCenterPC,,,,,
446,CinnabarGymObject,,warp,16,17,0,var:LastOutdoorsMap,1,,,,
447,CinnabarGymObject,,warp,17,17,1,var:LastOutdoorsMap,1,,,,
448,CinnabarGymObject,,trainer,3,3,FatBaldGuySprite,Down,false,0,1,OppBlaine,1
449,CinnabarGymObject,,trainer,17,2,BlackHairBoy2Sprite,Down,false,0,2,OppSuperNerd,9
450,CinnabarGymObject,,trainer,17,8,BlackHairBoy2Sprite,Down,false,0,3,OppBurglar,4
451,CinnabarGymObject,,trainer,11,4,BlackHairBoy2Sprite,Down,false,0,4,OppSuperNerd,10
452,CinnabarGymObject,,trainer,11,8,BlackHairBoy2Sprite,Down,false,0,5,OppBurglar,5
453,CinnabarGymObject,,trainer,11,14,BlackHairBoy2Sprite,Down,false,0,6,OppSuperNerd,11
454,CinnabarGymObject,,trainer,3,14,BlackHairBoy2Sprite,Down,false,0,7,OppBurglar,6
455,CinnabarGymObject,,trainer,3,8,BlackHairBoy2Sprite,Down,false,0,8,OppSuperNerd,12
456,CinnabarGymObject,,npc,16,13,GymHelperSprite,Down,false,0,9,,
457,CinnabarGymObject,,event_disp,17,16,,,,,,,
458,CinnabarGymObject,,event_disp,17,17,,,,,,,
459,CinnabarGymObject,,hidden,17,13,4,GymStatues,,,,,
460,CinnabarGymObject,,hidden,15,7,1,PrintCinnabarQuiz,,,,,
461,CinnabarGymObject,,hidden,10,1,18,PrintCinnabarQuiz,,,,,
462,CinnabarGymObject,,hidden,9,7,19,PrintCinnabarQuiz,,,,,
463,CinnabarGymObject,,hidden,9,13,20,PrintCinnabarQuiz,,,,,
464,CinnabarGymObject,,hidden,1,13,5,PrintCinnabarQuiz,,,,,
465,CinnabarGymObject,,hidden,1,7,22,PrintCinnabarQuiz,,,,,
466,CinnabarIslandObject,,warp,6,3,0,Mansion1,1,,,,
467,CinnabarIslandObject,,warp,18,3,1,CinnabarGym,0,,,,
468,CinnabarIslandObject,,warp,6,9,2,Lab1,0,,,,
469,CinnabarIslandObject,,warp,11,11,3,CinnabarPokecenter,0,,,,
470,CinnabarIslandObject,,warp,15,11,4,CinnabarMart,0,,,,
471,CinnabarIslandObject,,sign,9,5,3,,,,,,
472,CinnabarIslandObject,,sign,16,11,4,,,,,,
473,CinnabarIslandObject,,sign,12,11,5,,,,,,
474,CinnabarIslandObject,,sign,9,11,6,,,,,,
475,CinnabarIslandObject,,sign,13,3,7,,,,,,
476,CinnabarIslandObject,,npc,12,5,GirlSprite,,true,2,1,,
477,CinnabarIslandObject,,npc,14,6,GamblerSprite,None,false,0,2,,
478,CinnabarIslandObject,,event_disp,3,6,,,,,,,
479,CinnabarIslandObject,,event_disp,3,18,,,,,,,
480,CinnabarIslandObject,,event_disp,9,6,,,,,,,
481,CinnabarIslandObject,,event_disp,11,11,,,,,,,
482,CinnabarIslandObject,,event_disp,11,15,,,,,,,
483,CinnabarMartObject,,warp,3,7,0,var:LastOutdoorsMap,4,,,,
484,CinnabarMartObject,,warp,4,7,1,var:LastOutdoorsMap,4,,,,
485,CinnabarMartObject,,npc,0,5,MartGuySprite,Right,false,0,1,,
486,CinnabarMartObject,,npc,6,2,ErikaSprite,None,false,0,2,,
487,CinnabarMartObject,,npc,3,4,OakAideSprite,None,false,0,3,,
488,CinnabarMartObject,,event_disp,7,3,,,,,,,
489,CinnabarMartObject,,event_disp,7,4,,,,,,,
490,CinnabarPokecenterObject,,warp,3,7,0,var:LastOutdoorsMap,3,,,,
491,CinnabarPokecenterObject,,warp,4,7,1,var:LastOutdoorsMap,3,,,,
492,CinnabarPokecenterObject,,npc,3,1,NurseSprite,Down,false,0,1,,
493,CinnabarPokecenterObject,,npc,9,4,LassSprite,,true,0,2,,
494,CinnabarPokecenterObject,,npc,2,6,GentlemanSprite,None,false,0,3,,
495,CinnabarPokecenterObject,,npc,11,2,CableClubWomanSprite,Down,false,0,4,,
496,CinnabarPokecenterObject,,event_disp,7,3,,,,,,,
497,CinnabarPokecenterObject,,event_disp,7,4,,,,,,,
498,CinnabarPokecenterObject,,hidden,0,4,4,PrintBenchGuyText,,,,,
499,CinnabarPokecenterObject,,hidden,13,3,4,OpenPokemonCenterPC,,,,,
500,ColosseumObject,,npc,2,2,RedSprite,,false,0,1,,
501,ColosseumObject,,hidden,5,4,208,CableClubRightGameboy,,,,,
502,ColosseumObject,,hidden,4,4,208,CableClubLeftGameboy,,,,,
503,CopycatsHouse1FObject,,warp,2,7,0,var:LastOutdoorsMap,0,,,,
504,CopycatsHouse1FObject,,warp,3,7,1,var:LastOutdoorsMap,0,,,,
505,CopycatsHouse1FObject,,warp,7,1,2,CopycatsHouse2F,0,,,,
506,CopycatsHouse1FObject,,npc,2,2,MomGeishaSprite,Down,false,0,1,,
507,CopycatsHouse1FObject,,npc,5,4,FatBaldGuySprite,Left,false,0,2,,
508,CopycatsHouse1FObject,,npc,1,4,ClefairySprite,,true,1,3,,
509,CopycatsHouse1FObject,,event_disp,7,2,,,,,,,
510,CopycatsHouse1FObject,,event_disp,7,3,,,,,,,
511,CopycatsHouse1FObject,,event_disp,1,7,,,,,,,
512,CopycatsHouse2FObject,,warp,7,1,0,CopycatsHouse1F,2,,,,
513,CopycatsHouse2FObject,,sign,3,5,6,,,,,,
514,CopycatsHouse2FObject,,sign,0,1,7,,,,,,
515,CopycatsHouse2FObject,,npc,4,3,BrunetteGirlSprite,,true,0,1,,
516,CopycatsHouse2FObject,,npc,4,6,BirdSprite,,true,2,2,,
517,CopycatsHouse2FObject,,npc,5,1,SlowbroSprite,Down,false,0,3,,
518,CopycatsHouse2FObject,,npc,2,0,BirdSprite,Down,false,0,4,,
519,CopycatsHouse2FObject,,npc,1,6,ClefairySprite,Right,false,0,5,,
520,CopycatsHouse2FObject,,event_disp,1,7,,,,,,,
521,CopycatsHouse2FObject,,hidden,1,1,Nugget,HiddenItems,,,,,
522,DayCareMObject,,warp,2,7,0,var:LastOutdoorsMap,4,,,,
523,DayCareMObject,,warp,3,7,1,var:LastOutdoorsMap,4,,,,
524,DayCareMObject,,npc,2,3,GentlemanSprite,Right,false,0,1,,
525,DayCareMObject,,event_disp,7,2,,,,,,,
526,DayCareMObject,,event_disp,7,3,,,,,,,
527,DiglettsCaveObject,,warp,5,5,0,DiglettsCaveRoute2,2,,,,
528,DiglettsCaveObject,,warp,37,31,1,DiglettsCaveEntranceRoute11,2,,,,
529,DiglettsCaveObject,,event_disp,5,5,,,,,,,
530,DiglettsCaveObject,,event_disp,31,37,,,,,,,
531,DiglettsCaveEntranceRoute11Object,,warp,2,7,0,var:LastOutdoorsMap,4,,,,
532,DiglettsCaveEntranceRoute11Object,,warp,3,7,1,var:LastOutdoorsMap,4,,,,
533,DiglettsCaveEntranceRoute11Object,,warp,4,4,2,DiglettsCave,1,,,,
534,DiglettsCaveEntranceRoute11Object,,npc,2,3,GamblerSprite,None,false,0,1,,
535,DiglettsCaveEntranceRoute11Object,,event_disp,7,2,,,,,,,
536,DiglettsCaveEntranceRoute11Object,,event_disp,7,3,,,,,,,
537,DiglettsCaveEntranceRoute11Object,,event_disp,4,4,,,,,,,
538,DiglettsCaveRoute2Object,,warp,2,7,0,var:LastOutdoorsMap,0,,,,
539,DiglettsCaveRoute2Object,,warp,3,7,1,var:LastOutdoorsMap,0,,,,
540,DiglettsCaveRoute2Object,,warp,4,4,2,DiglettsCave,0,,,,
541,DiglettsCaveRoute2Object,,npc,3,3,FisherSprite,None,false,0,1,,
542,DiglettsCaveRoute2Object,,event_disp,7,2,,,,,,,
543,DiglettsCaveRoute2Object,,event_disp,7,3,,,,,,,
544,DiglettsCaveRoute2Object,,event_disp,4,4,,,,,,,
545,FanClubObject,,warp,2,7,0,var:LastOutdoorsMap,1,,,,
546,FanClubObject,,warp,3,7,1,var:LastOutdoorsMap,1,,,,
547,FanClubObject,,sign,1,0,7,,,,,,
548,FanClubObject,,sign,6,0,8,,,,,,
549,FanClubObject,,npc,6,3,Fisher2Sprite,Left,false,0,1,,
550,FanClubObject,,npc,1,3,GirlSprite,Right,false,0,2,,
551,FanClubObject,,npc,6,4,ClefairySprite,Left,false,0,3,,
552,FanClubObject,,npc,1,4,SeelSprite,Right,false,0,4,,
553,FanClubObject,,npc,3,1,GentlemanSprite,Down,false,0,5,,
554,FanClubObject,,npc,5,1,CableClubWomanSprite,Down,false,0,6,,
555,FanClubObject,,event_disp,7,2,,,,,,,
556,FanClubObject,,event_disp,7,3,,,,,,,
557,FightingDojoObject,,warp,4,11,0,var:LastOutdoorsMap,1,,,,
558,FightingDojoObject,,warp,5,11,1,var:LastOutdoorsMap,1,,,,
559,FightingDojoObject,,trainer,5,3,HikerSprite,Down,false,0,1,OppBlackbelt,1
560,FightingDojoObject,,trainer,3,4,HikerSprite,Right,false,0,2,OppBlackbelt,2
561,FightingDojoObject,,trainer,3,6,HikerSprite,Right,false,0,3,OppBlackbelt,3
562,FightingDojoObject,,trainer,5,5,HikerSprite,Left,false,0,4,OppBlackbelt,4
563,FightingDojoObject,,trainer,5,7,HikerSprite,Left,false,0,5,OppBlackbelt,5
564,FightingDojoObject,,npc,4,1,BallSprite,None,false,0,6,,
565,FightingDojoObject,,npc,5,1,BallSprite,None,false,0,7,,
566,FightingDojoObject,,event_disp,11,4,,,,,,,
567,FightingDojoObject,,event_disp,11,5,,,,,,,
568,FightingDojoObject,,hidden,3,9,4,PrintFightingDojoText,,,,,
569,FightingDojoObject,,hidden,6,9,4,PrintFightingDojoText,,,,,
570,FightingDojoObject,,hidden,4,0,4,PrintFightingDojoText2,,,,,
571,FightingDojoObject,,hidden,5,0,4,PrintFightingDojoText3,,,,,
572,FuchsiaCityObject,,warp,5,13,0,FuchsiaMart,0,,,,
573,FuchsiaCityObject,,warp,11,27,1,FuchsiaHouse1,0,,,,
574,FuchsiaCityObject,,warp,19,27,2,FuchsiaPokecenter,0,,,,
575,FuchsiaCityObject,,warp,27,27,3,FuchsiaHouse2,0,,,,
576,FuchsiaCityObject,,warp,18,3,4,SafariZoneEntrance,0,,,,
577,FuchsiaCityObject,,warp,5,27,5,FuchsiaGym,0,,,,
578,FuchsiaCityObject,,warp,22,13,6,FuchsiaMeetingRoom,0,,,,
579,FuchsiaCityObject,,warp,31,27,7,FuchsiaHouse3,1,,,,
580,FuchsiaCityObject,,warp,31,24,8,FuchsiaHouse3,0,,,,
581,FuchsiaCityObject,,sign,15,23,11,,,,,,
582,FuchsiaCityObject,,sign,25,15,12,,,,,,
583,FuchsiaCityObject,,sign,17,5,13,,,,,,
584,FuchsiaCityObject,,sign,6,13,14,,,,,,
585,FuchsiaCityObject,,sign,20,27,15,,,,,,
586,FuchsiaCityObject,,sign,27,29,16,,,,,,
587,FuchsiaCityObject,,sign,21,15,17,,,,,,
588,FuchsiaCityObject,,sign,5,29,18,,,,,,
589,FuchsiaCityObject,,sign,33,7,19,,,,,,
590,FuchsiaCityObject,,sign,27,7,20,,,,,,
591,FuchsiaCityObject,,sign,13,7,21,,,,,,
592,FuchsiaCityObject,,sign,31,13,22,,,,,,
593,FuchsiaCityObject,,sign,13,15,23,,,,,,
594,FuchsiaCityObject,,sign,7,7,24,,,,,,
595,FuchsiaCityObject,,npc,10,12,BugCatcherSprite,,true,2,1,,
596,FuchsiaCityObject,,npc,28,17,GamblerSprite,,true,2,2,,
597,FuchsiaCityObject,,npc,30,14,Fisher2Sprite,Down,false,0,3,,
598,FuchsiaCityObject,,npc,24,8,BugCatcherSprite,Up,false,0,4,,
599,FuchsiaCityObject,,npc,31,5,ClefairySprite,,true,0,5,,
600,FuchsiaCityObject,,npc,25,6,BallSprite,None,false,0,6,,
601,FuchsiaCityObject,,npc,12,6,SlowbroSprite,,true,2,7,,
602,FuchsiaCityObject,,npc,30,12,SlowbroSprite,,true,2,8,,
603,FuchsiaCityObject,,npc,8,17,SeelSprite,,true,0,9,,
604,FuchsiaCityObject,,npc,6,5,OmanyteSprite,None,false,0,10,,
605,FuchsiaCityObject,,event_disp,13,5,,,,,,,
606,FuchsiaCityObject,,event_disp,27,11,,,,,,,
607,FuchsiaCityObject,,event_disp,27,19,,,,,,,
608,FuchsiaCityObject,,event_disp,27,27,,,,,,,
609,FuchsiaCityObject,,event_disp,3,18,,,,,,,
610,FuchsiaCityObject,,event_disp,27,5,,,,,,,
611,FuchsiaCityObject,,event_disp,13,22,,,,,,,
612,FuchsiaCityObject,,event_disp,27,31,,,,,,,
613,FuchsiaCityObject,,event_disp,24,31,,,,,,,
614,FuchsiaGymObject,,warp,4,17,0,var:LastOutdoorsMap,5,,,,
615,FuchsiaGymObject,,warp,5,17,1,var:LastOutdoorsMap,5,,,,
616,FuchsiaGymObject,,trainer,4,10,BlackbeltSprite,Down,false,0,1,OppKoga,1
617,FuchsiaGymObject,,trainer,8,13,RockerSprite,Down,false,0,2,OppJuggler,7
618,FuchsiaGymObject,,trainer,7,8,RockerSprite,Right,false,0,3,OppJuggler,3
619,FuchsiaGymObject,,trainer,1,12,RockerSprite,Down,false,0,4,OppJuggler,8
620,FuchsiaGymObject,,trainer,3,5,RockerSprite,Up,false,0,5,OppTamer,1
621,FuchsiaGymObject,,trainer,8,2,RockerSprite,Down,false,0,6,OppTamer,2
622,FuchsiaGymObject,,trainer,2,7,RockerSprite,Left,false,0,7,OppJuggler,4
623,FuchsiaGymObject,,npc,7,15,GymHelperSprite,Down,false,0,8,,
624,FuchsiaGymObject,,event_disp,17,4,,,,,,,
625,FuchsiaGymObject,,event_disp,17,5,,,,,,,
626,FuchsiaGymObject,,hidden,3,15,4,GymStatues,,,,,
627,FuchsiaGymObject,,hidden,6,15,4,GymStatues,,,,,
628,FuchsiaHouse1Object,,warp,2,7,0,var:LastOutdoorsMap,1,,,,
629,FuchsiaHouse1Object,,warp,3,7,1,var:LastOutdoorsMap,1,,,,
630,FuchsiaHouse1Object,,npc,2,3,MomGeishaSprite,Right,false,0,1,,
631,FuchsiaHouse1Object,,npc,7,2,GamblerSprite,Up,false,0,2,,
632,FuchsiaHouse1Object,,npc,5,5,BugCatcherSprite,None,false,0,3,,
633,FuchsiaHouse1Object,,event_disp,7,2,,,,,,,
634,FuchsiaHouse1Object,,event_disp,7,3,,,,,,,
635,FuchsiaHouse2Object,,warp,4,7,0,var:LastOutdoorsMap,3,,,,
636,FuchsiaHouse2Object,,warp,5,7,1,var:LastOutdoorsMap,3,,,,
637,FuchsiaHouse2Object,,sign,4,3,4,,,,,,
638,FuchsiaHouse2Object,,sign,5,3,5,,,,,,
639,FuchsiaHouse2Object,,npc,2,3,WardenSprite,None,false,0,1,,
640,FuchsiaHouse2Object,,item,8,3,BallSprite,None,false,0,2,RareCandy,
641,FuchsiaHouse2Object,,npc,8,4,BoulderSprite,BoulderMovementByte2,false,0,3,,
642,FuchsiaHouse2Object,,event_disp,7,4,,,,,,,
643,FuchsiaHouse2Object,,event_disp,7,5,,,,,,,
644,FuchsiaHouse3Object,,warp,2,0,0,var:LastOutdoorsMap,8,,,,
645,FuchsiaHouse3Object,,warp,2,7,1,var:LastOutdoorsMap,7,,,,
646,FuchsiaHouse3Object,,warp,3,7,2,var:LastOutdoorsMap,7,,,,
647,FuchsiaHouse3Object,,npc,5,3,FisherSprite,Right,false,0,1,,
648,FuchsiaHouse3Object,,event_disp,0,2,,,,,,,
649,FuchsiaHouse3Object,,event_disp,7,2,,,,,,,
650,FuchsiaHouse3Object,,event_disp,7,3,,,,,,,
651,FuchsiaMartObject,,warp,3,7,0,var:LastOutdoorsMap,0,,,,
652,FuchsiaMartObject,,warp,4,7,1,var:LastOutdoorsMap,0,,,,
653,FuchsiaMartObject,,npc,0,5,MartGuySprite,Right,false,0,1,,
654,FuchsiaMartObject,,npc,4,2,FatBaldGuySprite,None,false,0,2,,
655,FuchsiaMartObject,,npc,6,5,LassSprite,,true,1,3,,
656,FuchsiaMartObject,,event_disp,7,3,,,,,,,
657,FuchsiaMartObject,,event_disp,7,4,,,,,,,
658,FuchsiaMeetingRoomObject,,warp,4,7,0,var:LastOutdoorsMap,6,,,,
659,FuchsiaMeetingRoomObject,,warp,5,7,1,var:LastOutdoorsMap,6,,,,
660,FuchsiaMeetingRoomObject,,npc,4,1,WhitePlayerSprite,Down,false,0,1,,
661,FuchsiaMeetingRoomObject,,npc,0,2,WhitePlayerSprite,Up,false,0,2,,
662,FuchsiaMeetingRoomObject,,npc,10,1,WhitePlayerSprite,Down,false,0,3,,
663,FuchsiaMeetingRoomObject,,event_disp,7,4,,,,,,,
664,FuchsiaMeetingRoomObject,,event_disp,7,5,,,,,,,
665,FuchsiaPokecenterObject,,warp,3,7,0,var:LastOutdoorsMap,2,,,,
666,FuchsiaPokecenterObject,,warp,4,7,1,var:LastOutdoorsMap,2,,,,
667,FuchsiaPokecenterObject,,npc,3,1,NurseSprite,Down,false,0,1,,
668,FuchsiaPokecenterObject,,npc,2,3,RockerSprite,None,false,0,2,,
669,FuchsiaPokecenterObject,,npc,6,5,LassSprite,,true,2,3,,
670,FuchsiaPokecenterObject,,npc,11,2,CableClubWomanSprite,Down,false,0,4,,
671,FuchsiaPokecenterObject,,event_disp,7,3,,,,,,,
672,FuchsiaPokecenterObject,,event_disp,7,4,,,,,,,
673,FuchsiaPokecenterObject,,hidden,13,3,4,OpenPokemonCenterPC,,,,,
674,FuchsiaPokecenterObject,,hidden,0,4,4,PrintBenchGuyText,,,,,
675,GaryObject,,warp,3,7,0,Lance,1,,,,
676,GaryObject,,warp,4,7,1,Lance,2,,,,
677,GaryObject,,warp,3,0,2,HallofFameRoom,0,,,,
678,GaryObject,,warp,4,0,3,HallofFameRoom,0,,,,
679,GaryObject,,npc,4,2,BlueSprite,Down,false,0,1,,
680,GaryObject,,npc,3,7,OakSprite,Up,false,0,2,,
681,GaryObject,,event_disp,7,3,,,,,,,
682,GaryObject,,event_disp,7,4,,,,,,,
683,GaryObject,,event_disp,0,3,,,,,,,
684,GaryObject,,event_disp,0,4,,,,,,,
685,HallofFameRoomObject,,warp,4,7,0,Gary,2,,,,
686,HallofFameRoomObject,,warp,5,7,1,Gary,3,,,,
687,HallofFameRoomObject,,npc,5,2,OakSprite,Down,false,0,1,,
688,HallofFameRoomObject,,event_disp,7,4,,,,,,,
689,HallofFameRoomObject,,event_disp,7,5,,,,,,,
690,IndigoPlateauObject,,warp,9,5,0,IndigoPlateauLobby,0,,,,
691,IndigoPlateauObject,,warp,10,5,1,IndigoPlateauLobby,0,,,,
692,IndigoPlateauObject,,event_disp,5,9,,,,,,,
693,IndigoPlateauObject,,event_disp,5,10,,,,,,,
694,IndigoPlateauObject,,hidden,8,13,255,PrintIndigoPlateauHQText,,,,,
695,IndigoPlateauObject,,hidden,11,13,0,PrintIndigoPlateauHQText,,,,,
696,IndigoPlateauLobbyObject,,warp,7,11,0,var:LastOutdoorsMap,0,,,,
697,IndigoPlateauLobbyObject,,warp,8,11,1,var:LastOutdoorsMap,1,,,,
698,IndigoPlateauLobbyObject,,warp,8,0,2,Lorelei,0,,,,
699,IndigoPlateauLobbyObject,,npc,7,5,NurseSprite,Down,false,0,1,,
700,IndigoPlateauLobbyObject,,npc,4,9,GymHelperSprite,Right,false,0,2,,
701,IndigoPlateauLobbyObject,,npc,5,1,LassSprite,Down,false,0,3,,
702,IndigoPlateauLobbyObject,,npc,0,5,MartGuySprite,Right,false,0,4,,
703,IndigoPlateauLobbyObject,,npc,13,6,CableClubWomanSprite,Down,false,0,5,,
704,IndigoPlateauLobbyObject,,event_disp,11,7,,,,,,,
705,IndigoPlateauLobbyObject,,event_disp,11,8,,,,,,,
706,IndigoPlateauLobbyObject,,event_disp,0,8,,,,,,,
707,IndigoPlateauLobbyObject,,hidden,15,7,4,OpenPokemonCenterPC,,,,,
708,Lab1Object,,warp,2,7,0,var:LastOutdoorsMap,2,,,,
709,Lab1Object,,warp,3,7,1,var:LastOutdoorsMap,2,,,,
710,Lab1Object,,warp,8,4,2,Lab2,0,,,,
711,Lab1Object,,warp,12,4,3,Lab3,0,,,,
712,Lab1Object,,warp,16,4,4,Lab4,0,,,,
713,Lab1Object,,sign,3,2,2,,,,,,
714,Lab1Object,,sign,9,4,3,,,,,,
715,Lab1Object,,sign,13,4,4,,,,,,
716,Lab1Object,,sign,17,4,5,,,,,,
717,Lab1Object,,npc,1,3,FisherSprite,None,false,0,1,,
718,Lab1Object,,event_disp,7,2,,,,,,,
719,Lab1Object,,event_disp,7,3,,,,,,,
720,Lab1Object,,event_disp,4,8,,,,,,,
721,Lab1Object,,event_disp,4,12,,,,,,,
722,Lab1Object,,event_disp,4,16,,,,,,,
723,Lab2Object,,warp,2,7,0,Lab1,2,,,,
724,Lab2Object,,warp,3,7,1,Lab1,2,,,,
725,Lab2Object,,npc,3,2,BlackHairBoy2Sprite,Down,false,0,1,,
726,Lab2Object,,npc,1,4,OldPersonSprite,None,false,0,2,,
727,Lab2Object,,npc,5,5,FoulardWomanSprite,Up,false,0,3,,
728,Lab2Object,,event_disp,7,2,,,,,,,
729,Lab2Object,,event_disp,7,3,,,,,,,
730,Lab3Object,,warp,2,7,0,Lab1,3,,,,
731,Lab3Object,,warp,3,7,1,Lab1,3,,,,
732,Lab3Object,,sign,0,4,3,,,,,,
733,Lab3Object,,sign,1,4,4,,,,,,
734,Lab3Object,,sign,2,1,5,,,,,,
735,Lab3Object,,npc,7,2,OakAideSprite,Down,false,0,1,,
736,Lab3Object,,npc,2,3,OakAideSprite,,true,2,2,,
737,Lab3Object,,event_disp,7,2,,,,,,,
738,Lab3Object,,event_disp,7,3,,,,,,,
739,Lab4Object,,warp,2,7,0,Lab1,4,,,,
740,Lab4Object,,warp,3,7,1,Lab1,4,,,,
741,Lab4Object,,npc,5,2,OakAideSprite,,true,2,1,,
742,Lab4Object,,npc,7,6,OakAideSprite,Up,false,0,2,,
743,Lab4Object,,event_disp,7,2,,,,,,,
744,Lab4Object,,event_disp,7,3,,,,,,,
745,Lab4Object,,hidden,0,4,4,OpenPokemonCenterPC,,,,,
746,Lab4Object,,hidden,2,4,4,OpenPokemonCenterPC,,,,,
747,LanceObject,,warp,24,16,0,Agatha,2,,,,
748,LanceObject,,warp,5,0,1,Gary,0,,,,
749,LanceObject,,warp,6,0,2,Gary,0,,,,
750,LanceObject,,trainer,6,1,LanceSprite,Down,false,0,1,OppLance,1
751,LanceObject,,event_disp,16,24,,,,,,,
752,LanceObject,,event_disp,0,5,,,,,,,
753,LanceObject,,event_disp,0,6,,,,,,,
754,LavenderHouse1Object,,warp,2,7,0,var:LastOutdoorsMap,2,,,,
755,LavenderHouse1Object,,warp,3,7,1,var:LastOutdoorsMap,2,,,,
756,LavenderHouse1Object,,npc,3,5,BlackHairBoy2Sprite,None,false,0,1,,
757,LavenderHouse1Object,,npc,6,3,LittleGirlSprite,Down,false,0,2,,
758,LavenderHouse1Object,,npc,6,4,SlowbroSprite,Up,false,0,3,,
759,LavenderHouse1Object,,npc,1,3,SlowbroSprite,None,false,0,4,,
760,LavenderHouse1Object,,npc,3,1,MrFujiSprite,None,false,0,5,,
761,LavenderHouse1Object,,npc,3,3,BookMapDexSprite,None,false,0,6,,
762,LavenderHouse1Object,,event_disp,7,2,,,,,,,
763,LavenderHouse1Object,,event_disp,7,3,,,,,,,
764,LavenderHouse1Object,,hidden,0,1,0,PrintMagazinesText,,,,,
765,LavenderHouse1Object,,hidden,1,1,0,PrintMagazinesText,,,,,
766,LavenderHouse1Object,,hidden,7,1,0,PrintMagazinesText,,,,,
767,LavenderHouse2Object,,warp,2,7,0,var:LastOutdoorsMap,4,,,,
768,LavenderHouse2Object,,warp,3,7,1,var:LastOutdoorsMap,4,,,,
